Text,translated_text
"অশ্বিন বিশ্বসেরা অলরাউন্ডার ? তোরা কেও আমারে মারবি না আমি নিজেই মইরা জামু ? :(									
","Ashwin the world's best all-rounder? You will not beat me, I myself Moira Jamu? :("
"সাংঘাতিক রকম মন খারাপ করে দেওয়ার মতো একটা লেখা... :( http://fb.me/Pt7bkp0h 									
",A seriously depressing post... :( http://fb.me/Pt7bkp0h
":( ভয়াবহ প্রলয়ঙ্করী ঘূর্ণিঝড় হাইয়ানের আঘাতে ফিলিপাইনে এখন পর্যন্ত ১২০০-র বেশি মানুষ নিহত হয়েছে।									
",:( So far more than 1200 people have been killed in the Philippines due to the terrible typhoon Haiyan.
"যখন তোমার ছবি দেখি তখন মনে হয় তোমার দেওয়া সব কষ্ট আমি ভুলে গেছি :( নতুন করে যেন সব কিছু শুরু হবে ,নতুন একটা... http://fb.me/32gZM2ClL 									
","When I look at your picture, I feel like I forgot all the pain you gave me :( It's like everything starts anew, a new... http://fb.me/32gZM2ClL"
"টাকার কাছে শখেরা আজ মৃত। :(									
",Love for money is dead today. :(
"মাথা ব্যাথা করতেছে :(									
",headache :(
"আমি ব্যর্থ , আহত নিহত ও মর্মাহত । সাত সকালে এই শট যে আমারে #trisha আফা ক্যান দিলো :( :'( ""amar baga... http://fb.me/18O9O1mUA 									
","I failed, wounded, killed and shocked. This is the shot that #trisha gave me in the morning :( :'( ""amar baga... http://fb.me/18O9O1mUA"
"অশিক্ষিতদের সাথে কথায় পারা যায় না। এরা আম গাছে জাম ফলাইতে পারে। Unbelievable >:(									
",Unable to talk with uneducated people. They can produce jam on mango trees. Unbelievable >:(
"আস্তে আস্তে জীবনের ভালো দিন গুলো ফুরিয়ে যাচ্ছে :( কিন্তু স্বপ্ন টা অধরাই রয়ে গেলো।									
",Slowly the good days of life are running out :( But the dream remains elusive.
"সকাল ৮টা থেকে পল্লী বিদ্যুত কর্তৃপক্ষ অঘোষিত বিদ্যুত সরবরাহ বন্ধ রেখেছে, এদিকে জেনারেটর নষ্ট ৷ :( দিনটাই মাটি","The Rural Electricity Authority has stopped the unannounced power supply since 8 am, while the generator is broken. :( The day is soil"
"﻿#AkashDeep ""আকাশপ্রদীপ জ্বলে . ."" #Diwali coming...The #Festival of #Light is near. #HappyDiwali :) Happy #Deepabali https://www.facebook.com/photo.php?
","﻿#AkashDeep ""AkashDeep lights up . . ."" #Diwali coming...The #Festival of #Light is near. #HappyDiwali :) Happy #Deepabali https://www.facebook.com/photo.php?"
"#good_night_শুভরাত্রি একটি সূর্য আবার অস্ত যাচ্ছে,একটি রাত এর জন্ম হচ্ছে!! http://buff.ly/18ZO47f  pic.twitter.com/TIWS6WNpMy
","#good_night_शुवरात्र A sun is setting again, a night is being born!! http://buff.ly/18ZO47f pic.twitter.com/TIWS6WNpMy"
"* Good Morning* মামারা ঘুম থেকে কি কেউ উঠলা? আমি কিন্তু উঠছি।।তোমরা কেউ উঠলে লাইক মেরে কমেন্টে আসো।একটু সকাল বেলা... http://fb.me/1wi7IrN1K 
","* Good Morning * Did anyone wake up? But I'm getting up.. If you get up, please like and comment. It's a little early in the morning... http://fb.me/1wi7IrN1K"
"* শুভ রাত্রি * . . . * GOOD NIGHT *
",* good night * . . . * GOOD NIGHT *
";-):-D:-D পাকিস্তান হারছে রে কি মজা !প্রোটিয়াস আর দ্য বিউটি:-)
",;-):-D:-D Pakistan is losing what fun!Proteus and the beauty:-)
"@FarahPiani: সব ঝামেলা আমার সাথেই হয় ক্যান! :(কারন তুমি নিজেই একটা ঝামেলা তাই
",@FarahPiani: All the trouble is with me! :( Because you are a trouble yourself
"@iam_koni দিদিঃ ভেবেছিলাম, চ্যানেলে চ্যানেলে প্রচুর বাজবে মান্না দে'র গান; বাজেনি! শুধুই খবর: 'তাঁর মহাপ্রয়াণ'!
",@iam_koni Didi: I thought Manna Dey's song will play a lot on channels; Didn't ring! Only news: 'His death'!
"@jeet30 Good Night sona dada.....শুভ রাত্রি :)
",@jeet30 Good Night sona dada.....good night :)
"@SarimKhan ভাল করেছ :v
",@SarimKhan well done :v
"@shreyaghoshal শুভ রাত্রি। ভাল থেকো। :) :)
",@shreyaghoshal Good night. stay well :) :)
"@We_Love_Mir বছরের এই আনন্দময় দিনটি তার সবটুকু রঙে তোমায় রাঙিয়ে দিক,উৎসবের প্রতিটি মুহূর্ত হয়ে উঠুক আরো উজ্জ্বল। ঈদ 
","@We_Love_Mir May this auspicious day of the year paint you with all its colors, May every moment of the festival be brighter. Eid"
"♥ Good Morning ♥ ঘুম ঘুম রাত শেষে, সূর্য আবার উঠলো হেসে ফুটলো আবার ভোরের আলো,, দিনটা সবার কাটুক ভালো .. শুরু হল... http://fb.me/6BeAosu4y 
","♥ Good Morning ♥ Sleep Sleep At the end of the night, the sun rose again, smiled, and the light of the morning,, have a good day everyone.. Started... http://fb.me/6BeAosu4y"
"১২-১৫ তা দোকানে আগুন ধরিয়ে দেয়া হয়েছে :(
",12-15 The shop was set on fire :(
"২০১৩ সালের সেরা কাপল, সবাই দোয়া করবেন :P http://fb.me/2sIu8H2Dk 
","Best couple of 2013, everyone pray :P http://fb.me/2sIu8H2Dk"
"Alhamdulillah, আমি হাঁটতে পারি :) http://fb.me/2I3zdqeGm 
","Alhamdulillah, I can walk :) http://fb.me/2I3zdqeGm"
"AmnI ColD n Fever A seSh hYa JaiTesi TaR upoR abR polApaIn ফুটো টাগায়না শুরু কস্সে :( :( :'( #কোইযেযামুবাপু !!!
",AmnI ColD n Fever A seSh hYa JaiTesi TaR upoR abR polApaIn futo tagayna start kasse :( :( :'( #कोयजेज़मुबपु !!!
"Asian Tv তে এসিয়ান মিউজিক আওয়ার এক্কেবারে জমিয়ে দিছে। বেশ উপভোগ করছি :)
",Asian Music Hour on Asian Tv at eleven o'clock. Enjoying it :)
"Describe what a good friend means to you? — যার সাথে কোন কারন ছাড়া ঘন্টার পর ঘন্টা কথা বলা যায়, এক কথা বার বার ব... http://ask.fm/a/a045hbni 
","Describe what a good friend means to you? — Someone you can talk to for hours for no reason, saying the same thing over and over... http://ask.fm/a/a045hbni"
"Eating মুরগি Feeling শেয়াল :D :D
",Eating chicken Feeling fox :D :D
"Feeling - sleepy কিন্তু ইচ্ছা করতেসে না কি করি
",Feeling - sleepy but I don't want to do anything
"Feeling a sad :( ভালোবাসা নাম'এ পেজ গুলো দেখতে মনে চায় না .....
",Feeling a sad :( I don't want to see the pages in the name of love.....
"Feeling যা আছে কপালে ! :'(
",Feeling what is on the forehead! :'(
"Feeling-বমি বমি খালেদার ফোনালাপ শুনে।
",Feeling-nausea listening to Khaleda's phone conversation.
"FIFA OST গুলো এবার জোস হইছে অনেক :D
",FIFA OSTs are now very popular :D
"Good Morning .. কাউকে আবেগের. ভালোবাসা দিওনা, মনের ভালোবাসা দিও............. কারন আবেগের ভালবাসা একদিন বিবেকের কাছে হেরে যাবে
","Good Morning .. someone's emotions. Don't give love, give love of heart............. because emotional love will one day lose to conscience"
"good night ফেসবুক!
",Good night Facebook!
"Happiness Is ১৮৪ টার্গেট নিতে যাই পাকিস্তান ১৮২ তে অলআউট !! ১ রানে হাইরা গেলো! শেষ ১৭ রানে ৬ উইকেট !! :v :p... http://fb.me/SNROUiGh 
",Happiness Is 184 to take the target Pakistan 182 all out !! 1 run Hira went! 6 wickets in the last 17 runs!! :v :p... http://fb.me/SNROUiGh
"Happy birthday, Maa !! Love you !! শুভ জন্মদিন মা !! pic.twitter.com/aeCrMFBn6R
",Happy birthday Maa !! Love you!! Happy birthday mom!! pic.twitter.com/aeCrMFBn6R
"Hi frnds good morning. আমি এই পেজ এর নতুন এডমিন #ovi...... 8-)
",Hi frnds good morning. I am the new admin of this page #ovi...... 8-)
"How to make a woman happy? — ''হ্যাপি'' নামের কাউকে সেই উইমেনের কাছে নিয়ে যান, তাহলেই তো সে বলবে, হ্যাপি !!!!! ... http://ask.fm/a/a0hn779i 
","How to make a woman happy? — Take someone named ``Happy'' to that woman, and she will say, ``Happy!!!!!'' ... http://ask.fm/a/a0hn779i"
"http://www.youtube.com/watch?v=AC_QkM3iMNY … ঝিনুক আমার জান, কেউ কেড়ে নিতে চাইলে টাকে মৃত্যু করবো দান! :P নিজের... http://fb.me/19ccPZF8w 
","http://www.youtube.com/watch?v=AC_QkM3iMNY … Oysters, my dear, if someone wants to take them away, I will give them death! :P own... http://fb.me/19ccPZF8w"
"I was taking bath in গোসলখানা... হঠাৎ I am feeling কিছুএকটা is বাইয়া উঠতাছে by my পা !!! I was just হতভম্ব! I... http://fb.me/12U0RpSnk 
",I was taking bath in the bathroom... suddenly I am feeling something is coming up by my feet!!! I was just shocked! I... http://fb.me/12U0RpSnk
"Like our Post or comment to be always with us. Thank you. “বিসমিল্লাহির রাহমানির রাহিম” আসসালামু আলাইকুম... http://fb.me/30vriOCPw 
",Like our post or comment to be always with us. Thank you. “Bismillahir Rahmanir Rahim” Assalamu Alaikum... http://fb.me/30vriOCPw
"Now I'm at kazir dewri , Kazi Bari Ln, Chittagong http://goo.gl/maps/kS7MV  অনেক দিন পর ফ্রেন্ডদের সাথে আড্ডা দিচ্ছি ঃ)
","Now I'm at kazir dewri, Kazi Bari Ln, Chittagong http://goo.gl/maps/kS7MV Chatting with friends after a long time :)"
"Really??!! একাত্তর টিভির পক্ষে সবই সম্ভব! http://fb.me/34UyrH9x5 
",Really??!! Everything is possible for seventy-one TV! http://fb.me/34UyrH9x5
"Sunday-Monday & days wanna kill you again and again!! >:( [কারো হার্টের সমস্যা থাকলে না দেখাই ভালো, আমি যাই... http://fb.me/6wYDT2Phm 
","Sunday-Monday & days wanna kill you again and again!! >:( [If anyone has a heart problem better not show, I go… http://fb.me/6wYDT2Phm"
"Tor Dabi Ta Ki Vai? ? ? ? :-/ :-/ :-/ #feeling কনফিউজ
",Tor Dabi Ta Ki Vai? ? ? ? :-/ :-/ :-/ #feeling confused
"wow!! the snail is fast :D Tarbo দেইখা মজা পাইছি :)
",wow!! the snail is fast :D Enjoyed watching Tarbo :)
"অতীতে নাহয় একটু গাপলা আছে, আপাতত সামনে যাই :D :D অতীত টপিক উঠলেই সামনে যাইতে মন চায় ;)
","There is a little gap in the past, let's go forward for now :D :D When the past topic comes up, I want to go forward ;)"
"অনেক সময় চোখের জলকে আগুনে পরিণত করতে হয় :(
",Sometimes tears have to be turned into fire :(
"অনেকদিন পরে বরিশালে পা রেখে কেমন যেন নিজের শহর নিজের শহর মনে হচ্ছে। I am feeling different.
",Stepping into Barisal after a long time feels like one's own city. I am feeling different.
"অনন্ত জলিল বাল , আর হিন্দি নায়কদের অবাস্তব জিনিসও ভালা। টিপিকাল বাঙ্গালী :(
","Anant Jalil Bal , and Unreal Stuff by Hindi Nayaks are also good. Typical Bengali :("
"অপেক্ষা ব্যপারটা কত খারাপ লাগে, সেটা তখনই বুঝি যখন... . . . . . . . . . কোন কিছু ডাউনলোড দিয়া, সেটার জন্য বসে থাকি! :(
","I understand how bad the waiting is when... . . . . . . . . . By downloading something, I sit for it! :("
"অর্থহীণ পৃথিবী....নির্মম সবকিছুু... .হতাশার আগ্রাসন...:(
",Meaningless world....brutal everything... .the onslaught of despair... :(
"অসৎ সঙ্গ সর্বদা পরিহার করা উচিত :)
",Dishonest company should always be avoided :)
"আগে রাত হইলে আমি , অমি ভাই , শান , সাইফ , চাক্কু টুইটের পশরা নিয়ে বসতাম . আর এখন টি এল খালি . :(
","Earlier, when it was night, I, my brother, Shaan, Saif, Chakku used to sit with tweets. And now it is empty. :("
"আগুনের লেলিহান শিখা থামছেই না :((
",The flames don't stop :((
"আজকে জীবনে ককটেল এর আওয়াজ এত কাছ থেকে শুনলাম। :3 ভয় পাইছি :(
",Today in life I heard the voice of the cocktail so closely. :3 I'm scared :(
"আজকে সব কিছু এত নিরব নিরব কেন ? সব কিছুতেই পানসা পানসা একটা স্বাদ অনুভব হইতেছে :( আমার একার হইতেছে নাকি আপনাদেরও ?
",Why is everything so quiet today? There is a pansa pansa taste in everything :( Is it just me or yours too?
"আজকের মত বিদায় নিচ্ছি সব বন্ধুর কাছ থেকে… বেঁচে থাকলে কাল আবার দেখা হবে, কথা হবে….... good night my sweet frndzzzzzzzzzzzzzzzz♥♡
","Today I am saying goodbye to all my friends... If I am alive, I will meet again tomorrow, we will talk.... good night my sweet frndzzzzzzzzzzzzzzzz♥♡"
"আফসোস একটাই বস \মাশরাফি/ উইকেট পাইলনা
",Pity only boss \Mashrafi/ didn't get a wicket
"আমাদের উপকারী আপা......... সত্যি আপা, আপনার তুলনা হয় নাহ :) http://fb.me/11gm9RgFW 
",You are our benefactor......... really you are incomparable :) http://fb.me/11gm9RgFW
"আমাদের ঘুরতে যাওয়ার কোনো জায়গা নাই। তাই বসে আছি। :(
",We have nowhere to go. So I am sitting. :(
"আমাদের ছোট্ট মুসির মুখে হাসি দেখছেন? উইকেট নিলে সবার আগে দৌড় দিয়ে বোলার এর কাসে যায় :পি kaiF 
","See the smile on our little Musi's face? If a wicket is taken, the first person runs to the bowler :P kaiF"
"আমাদের টিভি চ্যানেলগুলির স্ক্রলে বানান ভূলের মহড়া দেখে বিনুদিত :(
",Amused by the practice of spelling mistakes in scrolling our TV channels :(
"আমি সত্যিই সাকা চৌধুরীকে বহু মিস করি! বাংলাদেশ পলিটিক্স এ তিনিই এক মাত্র দিলদার (অভিনেতা দিলদারের কথা কইলাম) :P
",I really miss Saka Chowdhury a lot! He is the only Dildar in Bangladesh politics (talking about actor Dildar) :P
"আরো একদিন :( সময় দেখি শেষ হয়না :( Can't Wait For #ElClasico #ClasicFCB
",One more day :( Time never ends :( Can't Wait For #ElClasico #ClasicFCB
"আল্লাহ তুমি মাহমুদুল্লাহ রিয়াদ এর ফর্ম ফিরায় দাও। সবাই বলেন আমিন :)
",May Allah return the form of Mahmudullah Riyad. Everyone says Amen :)
"আলসেমি লাগছে, দিন দিন অলস হয়ে যাচ্ছি:-(
","Feeling sick, getting lazy day by day :-("
"আশা ছিল ভালবাসাও ছিলও, আজ আশা নাই ভালবাসাও নাই :( :(
","There was hope and love, today there is no hope and no love :( :("
"আস্তাগফিরুল্লা, বেগম জিয়ার লেকচার শুনা থেকে বঞ্চিত করলু লুডশেডিং :(
","Astaghfirullah, deprived of listening to Begum Zia's lecture, Karlu Ludshedding :("
"আস্তে কইরা একটা কথা কই সবাই কে, শুনেন কইতেছি,  ............GOOD NIGHT..............
","Say a word slowly everyone, hear me say, ............GOOD NIGHT.............."
"আসলে তাকে গুলি করার পর এমন ভাবে টেনে রাস্তার পাশে ফেলে রাখা হয়েছিল যে সবাই ভেবেছিল তিনি মারা গেছেন :(
","In fact, after being shot, he was dragged to the side of the road in such a way that everyone thought he was dead :("
"আয়ারল্যান্ড যাইতে মন চায়। আয়ারল্যান্ড এত্তো এত্তো সুন্দর কেন?????? Feeling সো মাচ রুমান্টিক!!!!
",I want to go to Ireland. Why is Ireland so beautiful?????? Feeling so much romantic!!!!
"ইন শা আল্লাহ কাল কেও আমরা জিতব :D
",In Sha Allah we will win tomorrow :D
"ইনজুরিতে পরেছেন আমাদের মার্সেলো মামু, :( ব্রাজিলের হয়ে সামনের ম্যাচগুলো মিস করবেন তিনি। গেট ওয়েল সুন... http://fb.me/1SchXD9CD 
","Our Marcelo Mamou is injured, :( He will miss the upcoming matches for Brazil. Get well soon... http://fb.me/1SchXD9CD"
"ইন্টারেস্টিং......
",Interesting......
"ইস, বাংলাদেশে এই আইনটা থাকা যে কী জরুরী... :( http://fb.me/1Pgnq34c6 
","Yes, it is important to have this law in Bangladesh... :( http://fb.me/1Pgnq34c6"
"উফ্‌! খুব পা ব্যথা করতেছে :(
",Oops! My feet hurt so much :(
"এই অল্প ক'টা দিনে কী করে এতটা বোঝো আমাকে? u simply mk me feeling so lucky to hv a frnd, a person lyk u in my life... #goody_woody
","How do you understand me so much in these few days? u simply mk me feeling so lucky to hv a frnd, a person lyk u in my life... #goody_woody"
"এই অসম্ভব সুন্দর গানটার artist আমার বন্ধু Shahnewaz Piash :) http://fb.me/159zpN917 
",The artist of this beautiful song is my friend Shahnewaz Piash :) http://fb.me/159zpN917
"এই কূলে আমি আর ঐ কূলে তুমি মাঝখানে নদী ঐ বয়ে চলে যায়.... যে কূলেই থাকুন, ভালো থাকুন প্রিয় মান্নাদে — feeling sad.
","I am on this side and you are on that side, the river flows in the middle.... Stay in any side, stay well dear Mannade — feeling sad."
"এই গরিব দেশের ভবিস্যত অন্ধকার :(
",The future of this poor country is dark :(
"এক ঝাক তারকা বিহীন আর্জেন্টিনা লড়ে যাচ্ছে সমান গতিতে। গর্জে উঠো আর্জেন্টিনা আর্জেন্টিনা =১ (মেক্সি রুদ্রিগুয়েজ) উরুগুয়ের = ১ 
","Without a star star, Argentina is fighting at an even pace. Roar Argentina Argentina =1 (Mexi Rodriguez) Uruguay =1"
"একটু আগে আমাদের বাজারে ৪গাড়ি বিজিবি এসেছিলো! ফাকা আইলো ফাকাই গেলো! :-(
","A little while ago, 4 cars BGB came to our market! Faka Ilo Faka gone! :-("
"একটু ফটোশপে গুতাগুতি করলুম আর কি :P https://www.dropbox.com/s/bo8jc75ch533efu/Happy-New-Year-2014.jpg … http://fb.me/11fbyw7YT 
",Just dabbled in photoshop and whatnot :P https://www.dropbox.com/s/bo8jc75ch533efu/Happy-New-Year-2014.jpg … http://fb.me/11fbyw7YT
"একদিন ১টি চুড়ই পাখি ১টি সাদা গোলাপের কাছে গিয়ে বলল, I LOVE U তখন গোলাপ পাখিটিকে বলল যে দিন আমি সাদা থেকে লাল রং... http://fb.me/21msHj7Mv 
","One day a bird went to a white rose and said, I LOVE U then the rose told the bird that day I changed from white to red... http://fb.me/21msHj7Mv"
"একমত! ""@dk_sadia: Happiness is অক্টোবরের আবহাওয়ায় ফ্যান চালাইয়া কাঁথা গায়ে দিয়ে ঘুমানো :)""
","Agree! ""@dk_sadia: Happiness is sleeping with a fan on in October weather :)"""
"এক্সাম !! একমাত্র ভরসা হরতাল :( :(
",Exam !! Only hope strike :( :(
"এখন থেকে আমি আর গার্ল ফ্রেন্ড এর সাথে ফোনে রোমান্টিক, এক্সাইটেড কথা কমু না :( :( :( এক্কেরে কানে ধরছি :'( ভয়... http://fb.me/17aPN8VxM 
","From now on I don't have romantic, excited talk on the phone with my girlfriend anymore :( :( :( I'm catching it in my ear :'( fear... http://fb.me/17aPN8VxM"
"এত খুজাখুজির পরও আমার মত একজন সৎ নিষ্ঠাবান লোকের দেখা পাইলামনা #feeling so sad
","Even after so much searching, I did not meet an honest and sincere person like me #feeling so sad"
"এতক্ষণ মনে মনে আল্লাহরে ডাকতেসিলাম পাকিস্তান যাতে ২ রাতে হারে! যাক! সেটা না হইলেও ১ রানে হারসে!! :D Remember... http://fb.me/3aY0kMgAu 
","For so long, I called Allah in my heart so that Pakistan lost in 2 nights! Let's go! Even if it doesn't happen, it loses by 1 run!! :D Remember... http://fb.me/3aY0kMgAu"
"এত্তোগুলা জ্বর-ঠান্ডা নিয়ে ক্ষুধা পেটে পড়তে যাই! রাস্তাঘাটের অবস্থা কি খোদা জানেন। আপাততো বৃষ্টিতে ভিজতে বাজে ঠান্ডা লাগতেছে। :(
","So much fever and cold and hunger! God knows the condition of the roads. For now, it feels bad to get wet in the rain. :("
"এতদিনে বুঝলাম যুদ্ধে শহীদ না হইয়াও জিয়ারে ক্যান শহীদ জিয়া ডাকা হয়!জিয়া তোমার প্রতি বিনম্র শ্রদ্ধা :v
","Until now, I understood why Zia is called Shaheed Zia even though she was not martyred in the war!"
"এর নামই #ফাকিস্তান!!! #Fuck Pakistan জয় বাংলা! :D
",Its name is #Pakistan!!! #Fuck Pakistan win Bangla! :D
"এলাকার অনেক বড ভাই মার্ত্মক আহত হয়ে গলির মোডে পরে আছে। হাস্পাতালে নেয়ার মত লোক ও নাই :(((
",Many Bod Bhai Martmaks in the area are injured and in street mode. There is no one to take to the hospital :(
"ওরা বড় হয়ে চড়বে গাড়ি আর আমি কাটবো ঘাষ.... :(
",They will grow up to ride the car and I will cut the grass... :(
"ওরে সোফিয়া,আমারে আর লুটিস না :(
","Hey Sophia, don't rob me anymore :("
"ওহ! হেরে গেলাম :( ভিরাট কোহলী কি জগন্য!! :P
",Oh! I lost :( Virat Kohli is the world!! :P
"কখনও কখনও কিছু কিছু নীরবতা মানুষকে খুব বেশিই কাঁদায়। :'( ----স্বপ্ন হীন বালুচর।
",Sometimes certain silences make people cry a lot. :'( ----Dreamless Baluchar.
"কাউকে দুর থেকে ভালবাসাই সব থেকে পবিত্র ভালবাসা | কারন, এ ভালবাসায় কোন রকম অপবিত্রতা থাকে না, কোন শারিরীক চাহিদা থাকে না :(
","Loving someone from a distance is the most sacred love Because there is no impurity in this love, there is no physical need :("
"কাজটা করব করব করে করাই হয় না 
",The work is not done by doing it
"কাঁদতে না পারাটাও অনেক কষ্টের
",Not being able to cry is also very difficult
"কাল ২য় ওডিয়াই এর জন্য অধির অপেক্ষায় আছি :) বাংলাদেশ বনাম নিউজিল্যান্ড :D গর্জে উঠো টাইগার :)
",Looking forward to the 2nd Odiai tomorrow :) Bangladesh vs New Zealand :D Roar Tiger :)
"কালকে ২৫ অক্টোবর। বাইত যাইগা, ডর লাগে। feeling- ডর
","Tomorrow is October 25. I don't go out, I feel scared. feeling-dear"
"কালকে আমাদের টেস্ট পরিক্ষার রেজাল্ট প্রকাশ করা হবে। এজন্য এখন আমি অত্যন্ত চিন্তিত বোধ করছি! :((
",Tomorrow our test results will be published. That's why now I feel very worried! :((
"কি অদ্ভুত মেয়ে :o ফোনে কি কথা বলল কিছুই বুঝলাম না :/ Feeling confused :o
",What a strange girl :o I didn't understand anything she said on the phone :/ Feeling confused :o
"কি খেলা দেখাইতে হেফাজত :D http://fb.me/2K24Ujv0i 
",Care to show what game :D http://fb.me/2K24Ujv0i
"কিছু কিছু Hate You তে ভালোবাসা লুকাই থাকে :)
",There is love hidden in some Hate You :)
"কিছু কিছু মানুষ আছে যারা সময়ের সাথে সাথে নিজেকে বদলে নিতে পারে.. আর যারা তা পারে না, তারাই জীবনে সবচেয়ে বেশি কষ্ট পায়... — feeling sad.
","There are some people who can change themselves with time.. and those who can't, those are the ones who suffer the most in life... — feeling sad."
"কিছু পাওয়ার জন্য নাকি কিছু হারাতে হয়। আমি শালা শুধু হারানোর জন্যই পৃথিবীতে আসছি। — :( feeling guilty.
",To gain something or lose something. I come to earth only to lose Shala. — :( feeling guilty.
"কেউ কথা রাখেনি... :( :/
",No one spoke... :( :/
"কোথাও যেন কেউ নেই যে আজ আমি হেটেছি চলেছি যে পথে একা পাই নি তো সত্যি কার দেখা যাকে হাত ধরে বলা যেতে পারে ভাল নেই আমি ভাল নেই...... :-(
","There is no one anywhere that I have walked today, that I have not found alone on the road, so really, who can be seen by the hand and said, I am not good... :-("
"কোন এক কালে শুখনো ছিলাম!!! :( :'( http://fb.me/17ihjmpdz 
",Once upon a time I was dry!!! :( :'( http://fb.me/17ihjmpdz
"ক্যামেরাটার জন্য দুঃখ লাগে। একবারও বাসায় রাখতে পারলাম না :(
",Sorry for the camera. Couldn't keep it at home :(
"কপালে এ মাসে কোন ভ্রমণ লেখা নেই মনে হচ্ছে! :-( গত সপ্তাহে কুয়াকাটা যাওয়ার সব প্রস্তুতি সম্পন্ন থাকার পরও সাইকেল... http://fb.me/1rPUMI3QK 
","It seems that there is no travel written on the forehead this month! :-( Even though all the preparations to go to Kuakata were done last week, the bicycle... http://fb.me/1rPUMI3QK"
"কবে যাবো ফিরে :(
",when will i go back :(
"কমেডি শো চলে হাসিনা ও খালেদার মধ্য :P
",Comedy show between Hasina and Khaleda :P
"খালেদা জিয়া দাওয়াত কবুল না করলে আমিই যামু। মোরগ পোলাও খাইতে মুঞ্চায়! ;)
","If Khaleda Zia does not accept the invitation, I will go. Munchay to eat chicken! ;)"
"খালেদা স্ক্রিপ্ট হারাইয়া ফেলছে :( আবার ৪৮ঘন্টা টাইম :( সামনে আছে শুভ দিন ১০মিনিট পালাবার সুযোগ দিন
",Khaleda is losing the script :( Again 48 hours time :( Good day ahead Give me 10 minutes to escape
"খুঁজি তোমায় স্বপ্ন গানে আজ তোমার অপেক্ষাতে খুঁজি তোমায় স্বপ্ন গানে আজও তোমার স্পর্শ লোভে :(
",Looking for you in the dream song today waiting for you Looking for you in the dream song even today I crave your touch :(
"খুব বেশি ভরসা করা আর The Great Gatsby হওয়া এক ব্যাপার :)
",It's one thing to trust too much and be The Great Gatsby :)
"গানের একটা অস্বাবাভিক ক্ষমতা সে কষ্ট দিয়েও Happy করতে পারে ।
",Music has an unusual ability to make you happy even with pain.
"গোধূলী বেলায় এক কাপ চা আর আর্টসেল এর আমার পথ চলা ।। feeling - lost
",A cup of tea at dusk and my way to Artsail. feeling-lost
"গ্রররর মাথা নষ্ট >_< এত্তগুলো কাজ শীতের মধ্যে করতে মন চাই না :(
",Grrrrr head lost >_< I don't want to do so much work in winter :(
"ঘুম পারানি মাসী-পিসী আমার ঘরে এসো, ...........................................................Good night বলে দিলাম চুপটি করে বসো।
","Can't sleep masi-pisi come to my house, ......................................... .................Good night I told you to sit quietly."
"ঘুমের সাথে একটু অনিয়ম আমাকে এভাবে যন্ত্রণা দিবে বুঝতে পারি নাই ... ফলশ্রুতি now Feeling মাথা বেথা Need গভীর ঘুম ...
",I don't understand that a little irregularity with sleep will hurt me like this... Result now Feeling headache Need deep sleep...
"চাদের আলোএ ঘুম আসেনা . বিছানায় আলো পরছে .... feeling অসাধারণ :-)
",Can't sleep in the light of Chad. The light is on the bed....the feeling is wonderful :-)
"চিন্তা ভাবনা করেই দেখুন,কি করবেন... ►►► ভালো লাগলে অবশ্যই লাইক, শেয়ার করে অন্যকে দেখার সুযোগ করে দিন। আপনারা... 
","Think about it, what to do... ►►► If you like it, please like it, share it and let others see it. you..."
"চিড়ার মোয়া খাই বইসা বইসা.. জিনিসটা ভালাই লাগে খাইতে.. :D
",Chidar Moa Khai Boisa Boisa.. The thing feels good to eat.. :D
"চ্যানেলে চ্যানেলে চলছে মান্না দে 'র গানগুলোর বলাতকার :-(
",Manna De songs are being talked about on channels :-(
"চুল সব ছাইট্টা ফালাইলাম... :/ . .. ... .... নিজেরে টাকলা টাকলা লাগতেছে... :/ মা বাপের জন্যে কতকিছু করা লাগে... :(
",I combed my hair... :/ . .. ... .... I feel tired... :(
"ছাগুরে মনে করতেছে, খালেদা ঝগড়াটের মত কথা বলেছে বলে ভালো হয়েছে, এই আবালদের কে বুঝাবে পাবলিক যা বোঝার বুঝে গেছে কে কেমন :)
","Chagur is thinking that it is good that Khaleda has spoken like a brawler, who will understand these people who understand what the public understands :)"
"ছো্ট বেলার কথা মনে পরে গেল....কত যে চিপস খাইতাম ..... @feeling ছো্ট বাচ্চা :p http://fb.me/6iov0Wn3G 
",I remember when I was little....how many chips I used to eat..... @feeling little kid :p http://fb.me/6iov0Wn3G
"জানতে ইচ্ছে করে, খুব জানতে ইচ্ছে করে তুমি কি সেই আগের মত আছো, নাকি অনেক খানি বদলে গেছো? :(
","I want to know, I really want to know, are you the same as before, or have you changed a lot? :("
"জিপি মডেমে টেলিটক 3G স্পীড দেখে চোদনা হয়ে গেলাম :(
",I was shocked to see teletalk 3G speed on GP modem :(
"জিরাফ...জিরাফ...everywhere !!! happy জিরাফ দিবস !!! moral of the day: নিজে জিরাফ হন, অন্যকেও জিরাফ বানান !!!""
","Giraffe...Giraffe...everywhere!!! Happy Giraffe Day!!! moral of the day: be a giraffe, make others a giraffe!!!"""
